"","gene","vP0_1","vP0_2","vP4_1","vP4_2","vP7_1","vP7_2","vAd_1","vAd_2"
"5791","ENSMUSG00000045339.8",0,0,0,0,0,0,0,0
"5792","ENSMUSG00000040133.3",24,14,25,29,11,12,1,3
"5793","ENSMUSG00000085889.2",0,0,0,0,0,0,0,0
"5794","ENSMUSG00002075863.1",0,0,0,0,1,0,0,0
"5795","ENSMUSG00000005102.14",487,557,411,517,284,250,250,215
"5796","ENSMUSG00000009549.15",968,948,797,1033,611,697,939,922
"5797","ENSMUSG00000084028.2",0,0,0,0,0,0,0,0
"5798","ENSMUSG00000040093.17",384,321,179,173,179,124,96,72
"5799","ENSMUSG00000080747.2",0,0,0,0,0,0,0,0
"5800","ENSMUSG00000040084.10",667,759,667,1002,240,323,13,9
"5801","ENSMUSG00000074923.11",528,458,341,647,293,328,510,359
"5802","ENSMUSG00000078137.2",346,288,72,80,19,23,50,74
"5803","ENSMUSG00000040061.18",66,86,33,46,23,16,59,52
"5804","ENSMUSG00000074918.5",1014,912,537,604,344,328,647,577
"5805","ENSMUSG00000045838.9",346,395,336,440,370,298,1430,1307
"5806","ENSMUSG00000046804.14",0,0,0,0,0,0,0,0
"5807","ENSMUSG00000040035.15",5,6,1,5,1,1,0,0
"5808","ENSMUSG00000027331.16",656,647,674,949,218,303,5,14
"5809","ENSMUSG00000086421.2",10,12,11,14,3,5,1,0
"5810","ENSMUSG00000027332.12",2452,2364,1735,2072,1603,1327,6248,5474
"5811","ENSMUSG00000040007.9",422,377,330,386,247,224,401,423
"5812","ENSMUSG00000074916.6",241,206,195,250,136,136,184,210
"5813","ENSMUSG00000084802.2",0,0,0,0,0,0,0,0
"5814","ENSMUSG00000081413.4",0,0,0,0,1,0,0,0
"5815","ENSMUSG00000039983.14",215,217,228,208,143,111,152,151
"5816","ENSMUSG00000027324.2",113,118,83,132,63,62,84,82
"5817","ENSMUSG00000027326.14",158,474,468,607,128,216,7,4
"5818","ENSMUSG00000027323.11",170,171,212,270,66,92,12,9
"5819","ENSMUSG00000070730.12",302,356,404,423,236,268,396,424
"5820","ENSMUSG00000046814.4",47,38,30,61,36,41,84,115
"5821","ENSMUSG00000034278.4",113,164,111,115,81,84,70,64
"5822","ENSMUSG00000055926.4",14,18,29,9,6,17,17,10
"5823","ENSMUSG00000081572.4",1,1,4,3,1,0,0,2
"5824","ENSMUSG00000068580.12",305,309,238,282,170,154,136,131
"5825","ENSMUSG00000027317.9",0,0,0,0,0,0,0,0
"5826","ENSMUSG00000027315.14",0,0,0,0,0,0,0,0
"5827","ENSMUSG00000034226.8",0,0,1,1,0,0,0,0
"5828","ENSMUSG00000084015.2",0,0,0,0,0,0,0,0
"5829","ENSMUSG00000034216.13",401,346,347,396,259,245,314,301
"5830","ENSMUSG00000074912.11",30,25,31,29,20,26,18,15
"5831","ENSMUSG00000027314.7",417,425,627,710,462,486,298,349
"5832","ENSMUSG00000027313.4",3,6,10,5,6,18,94,148
"5833","ENSMUSG00000034154.16",600,828,559,666,368,409,553,438
"5834","ENSMUSG00000082369.2",0,0,0,0,0,0,0,0
"5835","ENSMUSG00000048647.10",7,7,5,8,3,4,37,12
"5836","ENSMUSG00000014077.14",865,761,860,894,623,590,1156,1014
"5837","ENSMUSG00000085438.2",5208,8474,8602,8808,6684,6105,10894,7205
"5838","ENSMUSG00000072980.4",57,72,50,75,21,31,3,4
"5839","ENSMUSG00000027306.16",411,546,550,795,226,258,26,34
"5840","ENSMUSG00000064906.3",0,0,0,2,1,1,1,0
"5841","ENSMUSG00000027305.10",492,535,587,628,391,373,763,794
"5842","ENSMUSG00000082029.2",6,2,3,3,0,2,1,0
"5843","ENSMUSG00000081416.2",0,0,0,1,0,0,0,0
"5844","ENSMUSG00000027304.10",1141,1441,1181,1441,965,904,1127,926
"5845","ENSMUSG00000064722.3",1,2,3,3,1,0,1,0
"5846","ENSMUSG00000027296.8",71,90,44,70,15,12,21,15
"5847","ENSMUSG00000027297.16",4,4,6,5,0,1,1,4
"5848","ENSMUSG00000034032.16",700,731,553,658,348,324,449,413
"5849","ENSMUSG00000065164.3",0,0,0,0,0,0,0,0
"5850","ENSMUSG00000027298.18",165,143,177,227,111,82,27,23
"5851","ENSMUSG00000081056.2",0,0,1,1,1,2,0,0
"5852","ENSMUSG00000033943.16",1476,2553,1784,2132,1218,1148,1332,1039
"5853","ENSMUSG00000033902.13",542,574,479,525,329,321,368,286
"5854","ENSMUSG00000098632.3",0,0,0,0,0,0,0,0
"5855","ENSMUSG00000087458.2",2,4,4,0,3,1,2,0
"5856","ENSMUSG00000098789.8",33,29,24,37,20,16,5,11
"5857","ENSMUSG00000033852.17",0,3,2,0,0,0,0,0
"5858","ENSMUSG00000098488.8",34,46,18,29,6,20,18,12
"5859","ENSMUSG00000074899.7",31,49,25,19,10,14,12,10
"5860","ENSMUSG00000027293.14",10064,11289,11141,13654,8158,8092,10654,9686
"5861","ENSMUSG00000050211.15",179,212,349,174,86,84,244,206
"5862","ENSMUSG00000087555.2",0,0,0,4,0,0,0,0
"5863","ENSMUSG00000070719.5",0,0,0,0,0,0,0,0
"5864","ENSMUSG00000046971.8",0,0,0,0,1,0,0,1
"5865","ENSMUSG00000027291.16",726,822,730,755,430,484,643,527
"5866","ENSMUSG00000033808.17",647,762,594,672,428,442,470,398
"5867","ENSMUSG00000062646.13",641,697,453,638,470,388,650,443
"5868","ENSMUSG00000118623.2",3,1,1,0,0,0,6,0
"5869","ENSMUSG00000079110.13",50,70,26,30,12,11,56,27
"5870","ENSMUSG00000027288.17",8089,9311,8824,9667,7678,6661,31579,25258
"5871","ENSMUSG00000027287.15",771,908,854,966,630,522,1063,916
"5872","ENSMUSG00000027286.17",207,235,230,248,159,134,214,248
"5873","ENSMUSG00000027285.14",408,382,308,447,277,233,329,282
"5874","ENSMUSG00000033705.18",1042,1188,1159,1351,886,878,646,314
"5875","ENSMUSG00002075096.1",0,2,1,3,1,0,0,0
"5876","ENSMUSG00000027284.17",539,680,476,569,365,306,247,216
"5877","ENSMUSG00000090100.8",522,662,544,605,321,313,465,368
"5878","ENSMUSG00000087519.9",2,5,2,2,2,1,1,3
"5879","ENSMUSG00000027272.6",965,1159,935,1023,601,605,863,621
"5880","ENSMUSG00000054484.15",57,56,43,65,33,39,98,93
"5881","ENSMUSG00002075710.1",0,0,0,0,0,0,0,0
"5882","ENSMUSG00000065883.4",0,0,0,1,1,0,0,0
"5883","ENSMUSG00000023572.17",418,383,281,353,235,244,379,294
"5884","ENSMUSG00000023216.14",5,7,8,21,6,8,8,3
"5885","ENSMUSG00000053675.9",1,0,0,0,0,0,0,0
"5886","ENSMUSG00000081313.2",0,0,0,0,0,0,0,0
"5887","ENSMUSG00000079103.4",0,0,0,0,0,0,0,0
"5888","ENSMUSG00000074890.5",205,200,156,222,104,107,198,203
"5889","ENSMUSG00000089009.3",0,0,0,0,0,0,0,0
"5890","ENSMUSG00000027259.16",285,363,307,288,171,129,206,138
"5891","ENSMUSG00000050619.15",345,376,318,325,187,214,208,187
"5892","ENSMUSG00000027263.13",274,263,243,344,167,161,180,175
"5893","ENSMUSG00000043909.17",1618,1833,1212,1565,833,707,817,559
"5894","ENSMUSG00000027254.14",2481,2338,2368,2935,1287,1127,1952,2721
"5895","ENSMUSG00000087704.2",0,0,0,0,0,0,1,0
"5896","ENSMUSG00000033526.17",496,550,623,665,391,392,1799,1596
"5897","ENSMUSG00000000308.15",21,18,18,9,8,10,14,6
"5898","ENSMUSG00000033498.15",0,2,1,0,0,1,1,0
"5899","ENSMUSG00000033486.15",123,177,102,126,91,83,99,104
"5900","ENSMUSG00000082651.2",9,19,7,8,5,4,5,1
"5901","ENSMUSG00000084140.2",4,6,5,4,1,2,4,0
"5902","ENSMUSG00000027248.14",4664,5215,4191,5731,2534,2727,2748,3358
"5903","ENSMUSG00000027246.13",1,0,0,1,0,0,0,1
"5904","ENSMUSG00000046110.16",0,0,1,0,0,0,0,0
"5905","ENSMUSG00000074884.13",1506,1358,1173,1455,872,950,1757,1387
"5906","ENSMUSG00000080374.3",0,0,0,0,0,0,0,0
"5907","ENSMUSG00000027245.12",102,104,79,109,75,60,151,119
"5908","ENSMUSG00000048222.4",111,107,101,127,88,72,103,144
"5909","ENSMUSG00000081967.2",2,2,0,2,1,3,2,0
"5910","ENSMUSG00000084407.2",5,8,10,9,8,6,5,7
"5911","ENSMUSG00000068479.6",300,416,363,422,290,214,323,321
"5912","ENSMUSG00000027242.15",346,445,381,446,165,224,98,127
"5913","ENSMUSG00000027238.18",1804,1900,1460,1921,1765,1374,3365,2528
"5914","ENSMUSG00000081264.2",0,0,0,0,0,0,0,0
"5915","ENSMUSG00000084244.2",1,0,0,0,0,0,0,0
"5916","ENSMUSG00000086913.2",0,0,0,0,0,0,0,0
"5917","ENSMUSG00000060227.16",356,479,320,395,197,196,168,76
"5918","ENSMUSG00002076141.1",0,2,2,1,0,0,0,0
"5919","ENSMUSG00000074881.5",0,1,3,2,0,0,0,0
"5920","ENSMUSG00000033411.17",637,698,498,685,345,318,254,202
"5921","ENSMUSG00000027236.9",145,206,178,223,180,156,204,229
"5922","ENSMUSG00002076932.1",0,0,0,0,0,0,0,0
"5923","ENSMUSG00000033396.14",516,571,447,473,277,247,440,391
"5924","ENSMUSG00000027233.5",0,0,1,0,0,1,0,0
"5925","ENSMUSG00000060802.9",1025,859,892,1169,570,1306,1388,2272
"5926","ENSMUSG00000033368.9",0,2,0,2,1,0,0,1
"5927","ENSMUSG00000027229.6",0,0,0,0,0,0,0,0
"5928","ENSMUSG00000082670.2",0,0,0,0,0,0,0,0
"5929","ENSMUSG00000079966.3",0,0,0,0,0,0,0,0
"5930","ENSMUSG00000070692.7",3,3,3,5,3,0,1,2
"5931","ENSMUSG00000027227.8",1452,1308,1292,1764,1066,1019,1898,1897
"5932","ENSMUSG00000068452.9",73,56,38,45,17,12,17,21
"5933","ENSMUSG00000027225.8",3,4,1,5,3,4,2,2
"5934","ENSMUSG00000027224.15",2,2,7,21,13,18,11,27
"5935","ENSMUSG00000033268.9",3,0,13,22,39,32,50,52
"5936","ENSMUSG00000033256.15",121,124,110,109,68,79,34,38
"5937","ENSMUSG00000088506.3",0,0,1,0,0,1,0,0
"5938","ENSMUSG00000027219.14",110,125,188,224,207,165,285,261
"5939","ENSMUSG00000083645.2",0,0,0,0,0,0,0,0
"5940","ENSMUSG00000081219.2",18,18,19,19,12,10,15,17
"5941","ENSMUSG00000079071.3",31,34,38,49,53,59,52,84
"5942","ENSMUSG00000027199.15",199,171,170,222,145,126,145,106
"5943","ENSMUSG00000118663.1",147,205,136,160,92,100,119,122
"5944","ENSMUSG00000033213.17",0,0,0,0,0,1,0,0
"5945","ENSMUSG00000076309.4",0,0,0,0,0,0,0,0
"5946","ENSMUSG00000005802.13",526,624,484,683,436,374,401,405
"5947","ENSMUSG00000087017.8",0,1,0,2,1,1,1,0
"5948","ENSMUSG00000085633.2",0,0,0,0,1,0,0,0
"5949","ENSMUSG00000005804.15",446,508,481,551,395,376,779,704
"5950","ENSMUSG00000005803.15",104,125,126,158,183,181,561,498
"5951","ENSMUSG00000084372.2",0,0,0,0,0,0,0,0
"5952","ENSMUSG00000027200.18",1945,2173,2063,2484,1297,1258,754,764
"5953","ENSMUSG00000085496.2",0,1,0,0,0,0,0,0
"5954","ENSMUSG00000086954.2",0,0,0,0,0,0,0,0
"5955","ENSMUSG00000087450.2",1,0,0,0,0,0,0,1
"5956","ENSMUSG00000035183.15",10,27,17,20,15,13,25,8
"5957","ENSMUSG00000027201.17",497,716,560,712,291,406,121,104
"5958","ENSMUSG00000118793.1",0,4,1,1,1,1,0,0
"5959","ENSMUSG00000087056.2",0,1,0,1,0,1,0,0
"5960","ENSMUSG00000074872.4",0,0,0,0,0,0,0,0
"5961","ENSMUSG00000027202.13",0,2,0,0,0,0,0,0
"5962","ENSMUSG00000086416.2",1,0,0,1,0,0,0,0
"5963","ENSMUSG00000027203.16",580,580,521,702,313,347,348,321
"5964","ENSMUSG00000085797.2",0,0,0,0,0,0,0,0
"5965","ENSMUSG00000087682.2",0,0,0,0,0,0,0,0
"5966","ENSMUSG00000027204.14",6781,6089,9438,10821,7684,6609,2473,2328
"5967","ENSMUSG00000053615.2",8,5,4,8,1,7,0,7
"5968","ENSMUSG00000068394.5",133,233,196,283,109,140,91,50
"5969","ENSMUSG00000035109.15",20,17,24,27,19,16,21,13
"5970","ENSMUSG00000091337.4",1598,1630,1149,1303,714,742,609,527
"5971","ENSMUSG00000035093.17",1146,1551,1274,1510,928,871,972,716
"5972","ENSMUSG00000027206.14",1100,2123,1593,1839,967,1044,1591,1203
"5973","ENSMUSG00000027207.16",328,346,231,298,209,145,146,124
"5974","ENSMUSG00000027209.18",0,2,0,0,0,0,0,0
"5975","ENSMUSG00000027208.15",5,12,9,10,25,5,8,5
"5976","ENSMUSG00000118995.1",0,0,0,0,0,0,1,0
"5977","ENSMUSG00000023330.13",70,107,58,104,49,48,80,67
"5978","ENSMUSG00000090353.3",0,1,0,0,0,0,0,0
"5979","ENSMUSG00002076287.1",0,0,0,0,0,0,0,0
"5980","ENSMUSG00000060131.12",9,17,5,10,5,2,16,10
"5981","ENSMUSG00000027359.17",1,4,0,0,0,0,1,1
"5982","ENSMUSG00000027360.6",114,83,62,42,34,27,47,44
"5983","ENSMUSG00000027361.16",489,568,464,616,337,323,253,273
"5984","ENSMUSG00002075206.1",0,0,3,1,1,0,0,0
"5985","ENSMUSG00000098024.2",10,14,9,13,12,17,12,10
"5986","ENSMUSG00000027363.16",1181,1529,1237,1275,874,802,1085,923
"5987","ENSMUSG00000027364.15",7,5,0,4,2,1,2,3
"5988","ENSMUSG00000074846.4",0,0,0,0,0,0,0,0
"5989","ENSMUSG00000027365.15",1871,3431,2534,3037,1456,1480,1566,1012
"5990","ENSMUSG00000081894.2",2,6,4,2,0,1,0,0
"5991","ENSMUSG00000027366.13",1216,1335,1056,1421,874,725,1518,1160
"5992","ENSMUSG00000098896.3",0,1,2,1,3,1,2,1
"5993","ENSMUSG00000001998.16",346,446,325,375,197,207,268,228
"5994","ENSMUSG00002076437.1",0,0,0,0,0,0,0,0
"5995","ENSMUSG00000001999.16",268,257,248,333,197,181,211,211
"5996","ENSMUSG00000034906.16",453,496,441,635,179,242,15,10
"5997","ENSMUSG00000074825.5",179,178,181,159,86,106,182,157
"5998","ENSMUSG00000044145.3",19,21,22,18,10,18,5,12
"5999","ENSMUSG00000003660.11",3099,3128,2376,2534,1522,1427,2390,1991
"6000","ENSMUSG00000003662.11",598,593,519,464,291,371,592,600
"6001","ENSMUSG00000034850.16",1121,1112,992,1247,759,720,853,816
"6002","ENSMUSG00000103957.2",5,8,4,4,5,3,4,6
"6003","ENSMUSG00000027367.17",4439,4237,3598,3756,2287,2171,3670,3733
"6004","ENSMUSG00000027368.7",66,31,21,30,8,16,14,9
"6005","ENSMUSG00000050468.13",1,0,1,0,0,0,0,0
"6006","ENSMUSG00000058620.6",11,14,10,12,8,6,21,10
"6007","ENSMUSG00000046338.5",11,14,7,16,4,4,6,3
"6008","ENSMUSG00000027371.11",262,226,257,256,177,193,444,435
"6009","ENSMUSG00000079056.13",22,28,25,25,18,20,41,27
"6010","ENSMUSG00002076675.1",1,2,1,2,1,0,2,2
"6011","ENSMUSG00000118630.2",0,0,0,0,0,1,0,0
"6012","ENSMUSG00000027376.16",1,5,5,0,2,2,1,0
"6013","ENSMUSG00000083648.2",0,0,0,0,0,0,0,0
"6014","ENSMUSG00000034800.16",67,74,64,57,35,27,59,57
"6015","ENSMUSG00000027374.13",937,1059,872,971,484,513,591,622
"6016","ENSMUSG00000027375.15",37,38,30,21,19,24,304,356
"6017","ENSMUSG00000089264.4",0,0,0,0,0,0,0,0
"6018","ENSMUSG00000084006.2",0,0,0,0,0,1,0,0
"6019","ENSMUSG00000087162.2",0,0,2,0,0,0,1,0
"6020","ENSMUSG00000027377.3",98,99,135,183,86,100,81,75
"6021","ENSMUSG00000027378.17",337,360,245,312,201,201,226,172
"6022","ENSMUSG00000051319.7",196,221,206,211,185,211,514,421
"6023","ENSMUSG00000027379.14",263,417,394,599,116,183,7,3
"6024","ENSMUSG00000027380.11",10,4,4,4,5,2,0,0
"6025","ENSMUSG00002076263.1",1,0,0,0,0,0,0,0
"6026","ENSMUSG00000088175.3",0,0,0,0,0,0,0,0
"6027","ENSMUSG00000027381.17",1354,1464,686,739,413,401,227,204
"6028","ENSMUSG00000074813.15",120,116,189,203,103,95,71,50
"6029","ENSMUSG00000085750.2",2,2,2,3,1,2,2,0
"6030","ENSMUSG00000079053.4",0,2,1,8,3,2,0,0
"6031","ENSMUSG00000114963.2",0,0,0,0,0,0,0,0
"6032","ENSMUSG00000082671.3",1,0,1,0,0,0,0,0
"6033","ENSMUSG00000082350.2",4,1,1,4,1,0,9,6
"6034","ENSMUSG00000074812.13",0,0,0,0,0,0,0,0
"6035","ENSMUSG00000109931.2",2,1,0,1,2,2,0,1
"6036","ENSMUSG00000080789.2",0,0,0,0,0,0,0,0
"6037","ENSMUSG00000014355.11",2553,2488,2171,2544,1336,1304,1705,1415
"6038","ENSMUSG00000014361.6",209,310,165,242,138,119,160,127
"6039","ENSMUSG00000085036.2",0,0,2,1,0,0,0,1
"6040","ENSMUSG00002074943.1",0,2,1,0,1,1,1,0
"6041","ENSMUSG00000014353.16",794,782,660,795,499,485,703,629
"6042","ENSMUSG00000027386.10",14,9,9,22,20,17,4,2
"6043","ENSMUSG00002075190.1",0,0,0,0,0,0,0,0
"6044","ENSMUSG00000027387.12",96,132,145,140,75,83,164,200
"6045","ENSMUSG00000082339.2",0,0,0,0,0,0,0,0
"6046","ENSMUSG00000087267.2",0,0,0,0,0,0,0,0
"6047","ENSMUSG00000074807.4",146,116,94,110,94,80,143,110
"6048","ENSMUSG00000042851.18",160,235,136,131,105,63,109,135
"6049","ENSMUSG00000090248.2",3,5,10,2,0,6,3,4
"6050","ENSMUSG00000079051.6",2,3,4,3,1,2,9,9
"6051","ENSMUSG00000087151.2",5,12,6,13,5,1,10,11
"6052","ENSMUSG00000027394.14",447,530,686,832,461,483,663,669
"6053","ENSMUSG00000027395.16",377,416,311,290,154,204,293,187
"6054","ENSMUSG00000037938.5",147,142,103,145,80,89,103,98
"6055","ENSMUSG00000084826.8",0,0,1,1,1,0,0,0
"6056","ENSMUSG00000082274.2",6,13,9,19,19,5,35,16
"6057","ENSMUSG00000086652.2",2,0,1,0,0,0,0,0
"6058","ENSMUSG00000103532.2",12,8,8,17,4,6,2,7
"6059","ENSMUSG00000103009.2",52,56,46,66,26,29,27,33
"6060","ENSMUSG00000027397.15",552,670,513,646,338,329,640,495
"6061","ENSMUSG00000087528.2",60,70,51,58,47,25,77,30
"6062","ENSMUSG00000056738.12",1,6,1,2,4,3,10,11
"6063","ENSMUSG00000085485.2",0,0,0,0,0,0,0,0
"6064","ENSMUSG00000048327.7",569,713,628,1031,236,341,11,7
"6065","ENSMUSG00000085498.2",7,6,8,5,7,0,11,9
"6066","ENSMUSG00000027399.2",0,7,5,4,3,2,1,5
"6067","ENSMUSG00000065057.3",0,0,0,0,0,0,0,0
"6068","ENSMUSG00000082097.2",0,0,0,0,0,0,0,0
"6069","ENSMUSG00000027398.14",7,7,3,2,2,5,6,8
"6070","ENSMUSG00000074805.6",0,0,0,0,0,0,0,0
"6071","ENSMUSG00000081888.2",2,1,0,2,0,2,5,4
"6072","ENSMUSG00000043727.6",0,0,0,1,0,1,0,2
"6073","ENSMUSG00000086637.2",0,1,0,0,2,3,0,6
"6074","ENSMUSG00000087015.2",0,0,0,0,0,0,0,0
"6075","ENSMUSG00000037902.19",735,662,644,676,563,550,709,745
"6076","ENSMUSG00000027400.12",3,2,1,0,0,0,0,0
"6077","ENSMUSG00000084328.2",4,2,1,0,0,0,0,0
"6078","ENSMUSG00000037885.19",789,776,703,683,345,406,547,357
"6079","ENSMUSG00000100255.2",5,13,3,7,3,0,0,0
"6080","ENSMUSG00000027401.10",5,5,6,3,0,4,0,0
"6081","ENSMUSG00000098347.3",0,0,0,0,0,0,0,0
"6082","ENSMUSG00000089152.4",0,0,0,0,0,0,0,0
"6083","ENSMUSG00000077348.3",0,1,0,0,0,0,0,0
"6084","ENSMUSG00000074804.4",0,0,0,0,0,0,0,0
"6085","ENSMUSG00000027403.13",0,0,0,2,0,0,0,0
"6086","ENSMUSG00000027404.17",1817,1704,1570,1845,1004,1127,1174,1188
"6087","ENSMUSG00000060332.10",0,0,0,2,1,0,0,0
"6088","ENSMUSG00000027405.17",615,755,604,680,323,364,410,361
"6089","ENSMUSG00000080610.3",1,1,0,1,0,1,0,0
"6090","ENSMUSG00000065287.3",0,0,0,0,0,0,0,0
"6091","ENSMUSG00000093645.3",0,0,0,0,0,0,0,0
"6092","ENSMUSG00000065289.3",0,0,0,0,0,0,0,0
"6093","ENSMUSG00000065272.3",0,0,0,0,0,0,0,0
"6094","ENSMUSG00000027406.14",6666,7204,7684,7767,5373,5950,12121,10918
"6095","ENSMUSG00000053552.15",22,23,11,10,14,8,8,6
"6096","ENSMUSG00000083483.4",5,1,4,0,0,0,0,0
"6097","ENSMUSG00000027408.8",187,165,111,188,170,140,129,77
"6098","ENSMUSG00000082985.3",3,6,1,3,2,2,2,0
"6099","ENSMUSG00000100963.2",1,3,0,2,1,0,0,1
"6100","ENSMUSG00000027409.6",1,4,0,1,2,1,2,0
"6101","ENSMUSG00000049692.8",2,1,0,1,0,0,0,0
"6102","ENSMUSG00000037773.15",180,237,173,232,98,120,157,86
"6103","ENSMUSG00000027411.18",601,571,485,581,302,330,353,292
"6104","ENSMUSG00000027303.19",1329,1388,1136,1527,839,795,805,688
"6105","ENSMUSG00000115955.2",6,5,4,12,2,9,7,1
"6106","ENSMUSG00002074874.1",0,0,1,0,0,0,0,0
"6107","ENSMUSG00000060029.14",5,8,7,8,3,3,9,10
"6108","ENSMUSG00000037740.9",578,511,642,817,448,349,569,539
"6109","ENSMUSG00000027301.8",0,0,0,0,0,0,0,0
"6110","ENSMUSG00000037727.7",0,1,0,1,0,0,0,0
"6111","ENSMUSG00000027300.11",134,147,103,118,92,97,107,96
"6112","ENSMUSG00000079043.4",105,109,85,115,57,65,69,92
"6113","ENSMUSG00000037703.15",126,154,108,157,115,107,127,150
"6114","ENSMUSG00000068290.12",665,714,665,629,507,495,742,767
"6115","ENSMUSG00000074797.12",309,272,300,377,151,177,230,209
"6116","ENSMUSG00000074796.11",5,8,5,2,0,4,4,3
"6117","ENSMUSG00002075903.1",0,3,1,2,1,1,1,0
"6118","ENSMUSG00000027309.19",3609,3614,3090,3224,1779,1777,2011,1711
"6119","ENSMUSG00000089662.2",24,21,29,16,3,6,19,6
"6120","ENSMUSG00000085566.2",94,87,61,86,56,59,70,68
"6121","ENSMUSG00000080989.2",0,0,0,0,0,0,0,0
"6122","ENSMUSG00000027312.15",1162,1298,1053,1249,761,705,1275,1017
"6123","ENSMUSG00000083953.2",1,2,0,2,0,1,0,3
"6124","ENSMUSG00000027316.16",9,9,11,12,6,14,74,66
"6125","ENSMUSG00000098686.3",0,0,0,0,0,0,0,0
"6126","ENSMUSG00000027318.18",60,63,34,36,20,28,43,52
"6127","ENSMUSG00000027322.12",28,23,18,20,16,16,114,84
"6128","ENSMUSG00000074793.11",931,907,971,1144,722,668,745,640
"6129","ENSMUSG00000079039.2",6,3,2,7,7,2,4,5
"6130","ENSMUSG00000027327.17",345,371,285,346,135,152,129,178
"6131","ENSMUSG00000087405.2",1,0,0,2,0,0,1,0
"6132","ENSMUSG00000027329.10",165,146,226,228,155,118,172,185
"6133","ENSMUSG00000068267.6",2927,2936,2809,3220,2068,2297,4292,4567
"6134","ENSMUSG00000027330.17",460,492,391,500,139,199,94,85
"6135","ENSMUSG00000068264.12",436,400,395,415,240,252,427,482
"6136","ENSMUSG00000037523.14",673,676,821,892,595,613,1777,1993
"6137","ENSMUSG00000037514.19",697,688,691,686,372,366,426,345
"6138","ENSMUSG00000065563.3",1,1,1,0,0,0,1,1
"6139","ENSMUSG00000048911.16",155,152,131,192,134,109,91,95
"6140","ENSMUSG00000086329.2",0,0,0,0,0,0,0,0
"6141","ENSMUSG00000082044.2",9,18,12,26,0,9,5,12
"6142","ENSMUSG00000089113.3",0,0,0,0,0,0,0,1
"6143","ENSMUSG00000081652.2",0,0,0,1,0,0,0,0
"6144","ENSMUSG00000083671.2",1,1,0,0,0,0,0,0
"6145","ENSMUSG00000027333.19",516,496,467,507,388,369,393,353
"6146","ENSMUSG00000027335.10",106,99,90,92,63,56,75,90
"6147","ENSMUSG00000087524.2",0,1,0,1,0,0,0,0
"6148","ENSMUSG00000086831.2",0,0,0,0,0,0,0,0
"6149","ENSMUSG00000086822.3",6,6,6,3,0,0,5,4
"6150","ENSMUSG00000081422.2",0,0,0,0,0,0,0,0
"6151","ENSMUSG00000083469.2",0,0,0,0,0,0,0,0
"6152","ENSMUSG00000037482.3",0,2,1,2,1,0,1,0
"6153","ENSMUSG00000081229.2",0,0,0,0,0,0,0,0
"6154","ENSMUSG00000079037.10",1737,1501,1413,1825,1080,1180,2764,2327
"6155","ENSMUSG00000098754.8",0,0,0,0,0,0,1,0
"6156","ENSMUSG00000027338.17",11,10,21,25,5,15,5,1
"6157","ENSMUSG00000027339.16",317,249,280,381,259,220,243,254
"6158","ENSMUSG00000027340.16",643,614,563,676,386,412,530,497
"6159","ENSMUSG00000082990.2",1,8,3,0,2,4,0,0
"6160","ENSMUSG00000086756.2",0,0,0,0,0,0,1,0
"6161","ENSMUSG00000027341.11",266,255,193,225,145,139,204,226
"6162","ENSMUSG00000027342.15",776,787,697,936,336,456,248,233
"6163","ENSMUSG00000087377.2",3,11,2,8,2,7,2,3
"6164","ENSMUSG00000058793.15",3845,3452,2807,3411,1965,1894,2865,2938
"6165","ENSMUSG00000050558.14",7,1,4,4,0,2,0,1
"6166","ENSMUSG00000027345.7",0,0,0,0,0,0,0,0
"6167","ENSMUSG00000086250.2",0,0,0,0,0,0,0,0
"6168","ENSMUSG00000086379.8",0,0,0,0,0,0,0,0
"6169","ENSMUSG00000027346.16",1190,1477,1464,1509,1550,1507,6362,4043
"6170","ENSMUSG00000074783.11",0,0,0,0,1,1,6,1
"6171","ENSMUSG00000081445.2",0,0,0,0,0,0,0,1
"6172","ENSMUSG00000084089.2",0,0,0,0,0,0,0,0
"6173","ENSMUSG00000081662.2",1,0,0,0,0,0,0,0
"6174","ENSMUSG00000044991.11",65,75,76,68,42,35,325,204
"6175","ENSMUSG00000084839.2",2,2,1,2,3,4,27,24
"6176","ENSMUSG00000064413.4",0,1,0,1,0,0,1,0
"6177","ENSMUSG00000027350.9",12,9,14,8,4,10,3,5
"6178","ENSMUSG00000037376.15",353,401,276,351,209,160,194,184
"6179","ENSMUSG00000027353.15",113,150,139,158,68,64,63,80
"6180","ENSMUSG00000086575.2",1,0,0,0,0,0,0,0
"6181","ENSMUSG00000027357.17",365,409,324,341,215,220,472,358
"6182","ENSMUSG00000043110.3",192,113,62,73,33,42,175,105
"6183","ENSMUSG00000027356.9",1,0,0,0,0,0,0,0
"6184","ENSMUSG00000086478.2",0,0,0,0,0,0,0,0
"6185","ENSMUSG00000084393.2",0,0,0,0,0,0,0,0
"6186","ENSMUSG00000065050.4",0,0,0,0,0,0,0,0
"6187","ENSMUSG00000082940.2",0,0,0,0,0,0,0,0
"6188","ENSMUSG00000083689.2",24,1,0,0,1,1,9,13
"6189","ENSMUSG00000098578.4",0,0,0,0,0,0,0,0
"6190","ENSMUSG00000086650.2",0,0,0,0,0,0,0,0
"6191","ENSMUSG00000087585.2",0,0,0,0,0,0,0,0
"6192","ENSMUSG00000027358.7",86,56,23,32,27,19,34,26
